key,kn,type
S. V. Sugumaran,ಎಸ್.ವಿ.ಸುಗುಮಾರನ್,string
S. Vijayadharani,ಎಸ್.ವಿಜಯಧರಣಿ,string
S.Pugazhenthi,ಎಸ್.ಪುಗಜೆಂತಿ,string
S.T.K.Jakkaiyan,ಎಸ್.ಟಿ.ಕೆ.ಜಕ್ಕಯ್ಯನವರು,string
SADIYA,ಸಾಡಿಯಾ,string
SAMAGURI,ಸಮಗುರಿ,string
SARUPATHAR,ಸರುಪಥರ್,string
SIBSAGAR,ಸಿಬ್ಸಾಗರ್,string
SIDLI CHIRANG (ST),ಸಿಡ್ಲಿ ಚಿರಾಂಗ್ (ಎಸ್‌ಟಿ),string
SILCHAR,ಸಿಲ್ಚಾರ್,string
SIPAJHAR,ಸಿಪಾಜರ್,string
SISSIBARGAON,ಸಿಸ್ಸಿಬರ್ಗಾಂವ್,string
SM,ಎಸ್.ಎಂ,string
SONAI,ಸೋನೈ,string
SONARI,ಸೋನಾರಿ,string
SPA,SPA,string
SRIJANGRAM,ಶ್ರೀಜಂಗ್ರಾಮ್,string
Saba Rajendran,ಸಾಬಾ ರಾಜೇಂದ್ರನ್,string
Saba. Rajendran,ಸಬಾ. ರಾಜೇಂದ್ರನ್,string
Sabang,ಸಬಾಂಗ್,string
Sabina Yeasmin,ಸಬೀನಾ ಯೆಸ್ಮಿನ್,string
Sabitri Mitra,ಸಾಬಿತ್ರಿ ಮಿತ್ರ,string
Sabyasachi Dutta,ಸಬ್ಯಸಾಚಿ ದತ್ತಾ,string
Sadhan Pande,ಸಾಧನ್ ಪಾಂಡೆ,string
Sadiya,ಸಾದಿಯಾ,string
Sagar,ಸಾಗರ್,string
Sagardighi,ಸಾಗರ್ದಿಘಿ,string
Sahina Mumtaz Begum,ಸಹಿನಾ ಮುಮ್ತಾಜ್ ಬೇಗಂ,string
Saidapet,ಸೈದಾಪೇಟೆ,string
Sainthia (SC),ಸೈಂಥಿಯಾ (ಎಸ್‌ಸಿ),string
Sajal Panja,ಸಜಲ್ ಪಂಜ,string
Sajeev Joseph,ಸಜೀವ್ ಜೋಸೆಫ್,string
Saji Cherian,ಸಾಜಿ ಚೆರಿಯನ್,string
Sakkarapani R,ಸಕ್ಕರೆಪಾಣಿ ಆರ್,string
Sakthivel A B,ಶಕ್ತಿವೇಲ್ ಎ ಬಿ,string
Salboni,ಸಲ್ಬೋನಿ,string
Salem,ಸೇಲಂ,string
Salem (North),ಸೇಲಂ (ಉತ್ತರ),string
Salem (South),ಸೇಲಂ (ದಕ್ಷಿಣ),string
Salem (West),ಸೇಲಂ (ಪಶ್ಚಿಮ),string
Salmara South,ಸಾಲ್ಮಾರಾ ದಕ್ಷಿಣ,string
Saltora (SC),ಸಾಲ್ಟೋರಾ (ಎಸ್‌ಸಿ),string
Samaguri,ಸಮಗುರಿ,string
Samar Hazra,ಸಮರ್ ಹಜ್ರಾ,string
Samar Mukherjee,ಸಮರ್ ಮುಖರ್ಜಿ,string
Samares Das,ಸಮರೆ ದಾಸ್,string
Samir Chakraborty,ಸಮೀರ್ ಚಕ್ರವರ್ತಿ,string
Samir Kumar Jana,ಸಮೀರ್ ಕುಮಾರ್ ಜನ,string
Samir Kumar Panja,ಸಮೀರ್ ಕುಮಾರ್ ಪಂಜ,string
Samir Kumar Poddar,ಸಮೀರ್ ಕುಮಾರ್ ಪೊದ್ದಾರ್,string
Sampath M C,ಸಂಪತ್ ಎಂ ಸಿ,string
Samserganj,ಸಂಸರ್ಗಂಜ್,string
Samsul Huda,ಸಂಸುಲ್ ಹುದಾ,string
Sandeshkhali (ST),ಸಂದೇಶಖಾಲಿ (ಎಸ್‌ಟಿ),string
Sandhya Rani Tudu,ಸಂಧ್ಯಾ ರಾಣಿ ತುಡು,string
Sangram Kumar Dolai,ಸಂಗ್ರಾಮ್ ಕುಮಾರ್ ಡೋಲೈ,string
Sanjoy Kishan,ಸಂಜಯ್ ಕಿಶನ್,string
Sankar Singha,ಶಂಕರ ಸಿಂಹ,string
Sankarankovil (SC),ಶಂಕರಕೋವಿಲ್ (ಎಸ್‌ಸಿ),string
Sankarapuram,ಶಂಕರಪುರಂ,string
Sankari,ಸಂಕರಿ,string
Sankrail (SC),ಸಂಕ್ರೈಲ್ (ಎಸ್‌ಸಿ),string
Santipur,ಶಾಂತಿಪುರ,string
Santosh Debray,ಸಂತೋಷ್ ದೇಬ್ರಾಯ್,string
Saokat Molla,ಸೌಕತ್ ಮೊಲ್ಲಾ,string
Saptagram,ಸಪ್ತಗ್ರಾಮ,string
Saptarshi Banerjee,ಸಪ್ತರ್ಷಿ ಬ್ಯಾನರ್ಜಿ,string
Saraswathi Pon,ಸರಸ್ವತಿ ಪೊನ್,string
Saravanan .S.S.,ಸರವಣನ್ .ಎಸ್.ಎಸ್.,string
Saravanan. Durai K.,ಸರವಣನ್. ದುರೈ ಕೆ.,string
Sarbananda Sonowal,ಸರ್ಬಾನಂದ ಸೋನೋವಾಲ್,string
Sarita Rai,ಸರಿತಾ ರೈ,string
Saroja V. Dr,ಸರೋಜಾ ವಿ ಡಾ,string
Sarukhetri,ಸರುಖೇತ್ರಿ,string
Sarupathar,ಸರುಪಥರ್,string
Sashi Kanta Das,ಶಶಿ ಕಾಂತ ದಾಸ್,string
Satgachia,ಸಟ್ಗಾಚಿಯಾ,string
Sathya.P,ಸತ್ಯ.ಪಿ,string
Sattur,ಸತ್ತೂರು,string
Sattur Ramachandran,ಸತ್ತೂರು ರಾಮಚಂದ್ರನ್,string
Satyabrat Kalita,ಸತ್ಯಬ್ರತ್ ಕಲಿತಾ,string
Satyajit Barman,ಸತ್ಯಜಿತ್ ಬರ್ಮನ್,string
Satyajit Biswas,ಸತ್ಯಜಿತ್ ಬಿಸ್ವಾಸ್,string
Satyanarayan Mukhopadhyay,ಸತ್ಯನಾರಾಯಣ ಮುಖೋಪಾಧ್ಯಾಯ,string
Satyendra Nath Ray,ಸತ್ಯೇಂದ್ರ ನಾಥ್ ರೇ,string
Saumen Kumar Mahapatra,ಸೌಮೆನ್ ಕುಮಾರ್ ಮಹಾಪಾತ್ರ,string
Sebastian Kulathunkal,ಸೆಬಾಸ್ಟಿಯನ್ ಕುಳತ್ತುಂಕಲ್,string
Seethapathy P,ಸೀತಾಪತಿ ಪಿ,string
Seikh Safiujjaman,ಸೇಖ್ ಸಫಿಯುಜ್ಜಮನ್,string
Sekar. V,ಸೇಕರ್. ವಿ,string
Sekaran.K.V,ಶೇಖರನ್.ಕೆ.ವಿ,string
Sekh Sahonawez,ಸೇಖ್ ಸಹೋನಾವೆಜ್,string
Selima Khatun,ಸೆಲಿಮಾ ಖಾತುನ್,string
Sellur K. Raju,ಸೆಲ್ಲೂರ್ ಕೆ.ರಾಜು,string
Selvarasu M,ಸೆಲ್ವರಸು ಎಂ,string
Semmalai.S,ಸೆಮ್ಮಲೈ.ಎಸ್,string
Sengottaiyan K.A,ಸೆಂಗೋಟ್ಟಯ್ಯನ್ ಕೆ.ಎ,string
Senthamangalam (ST),ಸೇಂತಮಂಗಲಂ (ಎಸ್‌ಟಿ),string
Senthilkumar I P,ಸೆಂಥಿಲ್ಕುಮಾರ್ ಐ ಪಿ,string
Seuli Saha,ಸೆಯುಲಿ ಸಹಾ,string
Sevvoor S. Ramachandran,ಸೆವ್ವೂರ್ ಎಸ್ ರಾಮಚಂದ್ರನ್,string
Shafi Parambil,ಶಾಫಿ ಪರಂಬಿಲ್,string
Shaktipada Mahato,ಶಕ್ತಿಪಾದ ಮಹತೋ,string
Shampa Daripa,ಶಂಪಾ ದರಿಪಾ,string
Shampa Dhara,ಶಂಪಾ ಧಾರಾ,string
Shankar Dolai,ಶಂಕರ ದೋಲಾಯಿ,string
Shankar Ghosh,ಶಂಕರ ಘೋಷ್,string
Shankar Kumar Naskar,ಶಂಕರ್ ಕುಮಾರ್ ನಾಸ್ಕರ್,string
Shankar Malakar,ಶಂಕರ ಮಾಲಕರ,string
Shanmugam. A.,ಷಣ್ಮುಗಂ. ಎ.,string
Shantanu Pramanik,ಶಂತನು ಪ್ರಮಾಣಿಕ್,string
Shantiram Mahato,ಶಾಂತಿರಾಮ್ ಮಹತೋ,string
Shaoni Singha Roy,ಶಾವೋನಿ ಸಿಂಘ ರಾಯ್,string
Shashi Panja,ಶಶಿ ಪಂಜ,string
Sheikh Hasanuzzaman,ಶೇಖ್ ಹಸನುಜ್ಜಮಾನ್,string
Sheikh Ibrahim Ali,ಶೇಖ್ ಇಬ್ರಾಹಿಂ ಅಲಿ,string
Sheikh Shahnawaz,ಶೇಖ್ ಶಹನವಾಜ್,string
Sherman Ali Ahmed,ಶೆರ್ಮನ್ ಅಲಿ ಅಹ್ಮದ್,string
Shibpur,ಶಿಬ್ಪುರ,string
Shikha Chatterjee,ಶಿಖಾ ಚಟರ್ಜಿ,string
Shiladitya Dev,ಶಿಲಾದಿತ್ಯ ದೇವ್,string
Shital Kapat,ಶೀತಲ್ ಕಪಟ್,string
Sholavandan (SC),ಶೋಲವಂದನ್ (ಎಸ್‌ಸಿ),string
Sholinghur,ಶೋಲಿಂಗೂರ್,string
Shornur,ಶೋರ್ನೂರ್,string
Shozhinganallur,ಶೋಜಿಂಗನಲ್ಲೂರ್,string
Shyamal Mondal,ಶ್ಯಾಮಲ್ ಮೊಂಡಲ್,string
Shyamal Santra,ಶ್ಯಾಮಲ್ ಸಂತ್ರ,string
Shyamali Pradhan,ಶ್ಯಾಮಲಿ ಪ್ರಧಾನ್,string
Shyampukur,ಶ್ಯಾಂಪುಕುರ್,string
Shyampur,ಶ್ಯಾಮಪುರ,string
Sibamoni Bora,ಸಿಬಾಮೋನಿ ಬೋರಾ,string
Sibsagar,ಸಿಬ್ಸಾಗರ್,string
Sibu Misra,ಸಿಬು ಮಿಶ್ರಾ,string
Siddhartha Bhattacharya,ಸಿದ್ಧಾರ್ಥ ಭಟ್ಟಾಚಾರ್ಯ,string
Siddique Ahmed,ಸಿದ್ದಿಕ್ ಅಹಮದ್,string
Siddiqullah Chowdhury,ಸಿದ್ದಿಕುಲ್ಲಾ ಚೌಧರಿ,string
Sidli (ST),ಸಿಡಿಲಿ (ಎಸ್‌ಟಿ),string
Silbhadra Dutta,ಸಿಲ್ಭದ್ರ ದತ್ತಾ,string
Silchar,ಸಿಲ್ಚಾರ್,string
Siliguri,ಸಿಲಿಗುರಿ,string
Singanallur,ಸಿಂಗಾನಲ್ಲೂರು,string
Singur,ಸಿಂಗೂರ್,string
Sinthanai Selvan,ಸಿಂಥನೈ ಸೆಲ್ವನ್,string
Sipajhar,ಸಿಪಜರ್,string
Sirajuddin Ajmal,ಸಿರಾಜುದ್ದೀನ್ ಅಜ್ಮಲ್,string
Sirkazhi (SC),ಸಿರ್ಕಾಜಿ (ಎಸ್‌ಸಿ),string
Sitai (SC),ಸೀತಾಯಿ (ಎಸ್‌ಸಿ),string
Sital Kumar Sardar,ಸೀತಾಲ್ ಕುಮಾರ್ ಸರ್ದಾರ್,string
Sitalkuchi (SC),ಸಿತಾಲ್ಕುಚಿ (ಎಸ್‌ಸಿ),string
Sitanath Ghosh,ಸೀತಾನಾಥ ಘೋಷ್,string
Siuli Saha,ಸಿಯುಲಿ ಸಹಾ,string
Sivaganga,ಶಿವಗಂಗಾ,string
Sivakasi,ಶಿವಕಾಶಿ,string
Sivasubramani . V.P.,ಶಿವಸುಬ್ರಮಣಿ. ವಿ.ಪಿ.,string
Sk. Amjad Hossain,Sk. ಅಮ್ಜದ್ ಹೊಸೈನ್,string
Smita Bakshi,ಸ್ಮಿತಾ ಬಕ್ಷಿ,string
Snehasis Chakraborty,ಸ್ನೇಹಸಿಸ್ ಚಕ್ರವರ್ತಿ,string
Sobhandeb Chattopadhyay,ಸೋಭಾಂದೇಬ್ ಚಟ್ಟೋಪಾಧ್ಯಾಯ,string
Soham Chakraborty,ಸೋಹಂ ಚಕ್ರವರ್ತಿ,string
Somenath Shyam Ichini,ಸೋಮನಾಥ್ ಶ್ಯಾಮ್ ಇಚಿನಿ,string
Sonai,ಸೋನೈ,string
Sonali Guha,ಸೋನಾಲಿ ಗುಹಾ,string
Sonamukhi (SC),ಸೋನಮುಖಿ (ಎಸ್‌ಸಿ),string
Sonari,ಸೋನಾರಿ,string
Sonarpur Dakshin,ಸೋನಾರ್ಪುರ್ ದಕ್ಷಿಣ,string
Sonarpur Uttar,ಸೋನಾರ್ಪುರ್ ಉತ್ತರ,string
Sonitpur,ಸೋನಿತ್ಪುರ್,string
Sootea,ಸೂಟಿಯಾ,string
Sorbhog,ಸೋರ್ಬೋಗ್,string
Soumen Mahapatra,ಸೌಮೆನ್ ಮಹಾಪಾತ್ರ,string
Soumen Roy,ಸೌಮೆನ್ ರಾಯ್,string
Soundarapandian A,ಸೌಂದರಪಾಂಡಿಯನ್ ಎ,string
Sourav Chakraborty,ಸೌರವ್ ಚಕ್ರವರ್ತಿ,string
South 24 Parganas,ದಕ್ಷಿಣ 24 ಪರಗಣಗಳು,string
South Salmara-Mankachar,ದಕ್ಷಿಣ ಸಾಲ್ಮರ-ಮಂಕಚಾರ್,string
Sovan Chatterjee,ಸೋವನ್ ಚಟರ್ಜಿ,string
Sovandeb Chattopadhyay,ಸೋವಂದೇಬ್ ಚಟ್ಟೋಪಾಧ್ಯಾಯ,string
Sreenivasan C,ಶ್ರೀನಿವಾಸನ್ ಸಿ,string
Sreerampur,ಶ್ರೀರಾಂಪುರ,string
Sreerupa Mitra Chaudhury,ಶ್ರೀರೂಪಾ ಮಿತ್ರ ಚೌಧರಿ,string
Sribhumi,ಶ್ರೀಭೂಮಿ,string
Srikanta Mahata,ಶ್ರೀಕಾಂತ ಮಹಾತ,string
Sriperumbudur (SC),ಶ್ರೀಪೆರಂಬದೂರ್ (ಎಸ್‌ಸಿ),string
Srirangam,ಶ್ರೀರಂಗಂ,string
Srivaikuntam,ಶ್ರೀವೈಕುಂಟಂ,string
Srivilliputhur (SC),ಶ್ರೀವಿಲ್ಲಿಪುತ್ತೂರ್ (ಎಸ್‌ಸಿ),string
Stalinkumar .S,ಸ್ಟಾಲಿನ್ಕುಮಾರ್ .ಎಸ್,string
Subhash Mondal,ಸುಭಾಷ್ ಮೊಂಡಲ್,string
Subhranshu Roy,ಸುಭ್ರಾಂಶು ರಾಯ್,string
Subodh Adhikary,ಸುಬೋಧ ಅಧಿಕಾರಿ,string
Subramani. P.,ಸುಬ್ರಮಣಿ. ಪಿ.,string
Subrata Maitra,ಸುಬ್ರತ ಮೈತ್ರಾ,string
Subrata Mukherjee,ಸುಬ್ರತಾ ಮುಖರ್ಜಿ,string
Subrata Saha,ಸುಬ್ರತಾ ಸಹಾ,string
Subrata Thakur,ಸುಬ್ರತಾ ಠಾಕೂರ್,string
Sudarsan Ghosh Dastidar,ಸುದರ್ಶನ್ ಘೋಷ್ ದಸ್ತಿದಾರ್,string
Sudip Kumar Mukherjee,ಸುದೀಪ್ ಕುಮಾರ್ ಮುಖರ್ಜಿ,string
Sudipto Roy,ಸುದೀಪ್ತೋ ರಾಯ್,string
Sujam Uddin Laskar,ಸುಜಮ್ ಉದ್ದೀನ್ ಲಸ್ಕರ್,string
Sujan Chakraborty,ಸುಜನ್ ಚಕ್ರವರ್ತಿ,string
Sujapur,ಸುಜಾಪುರ,string
Sujit Bose,ಸುಜಿತ್ ಬೋಸ್,string
Sujit Chakraborty,ಸುಜಿತ್ ಚಕ್ರವರ್ತಿ,string
Sujith Vijayanpillai,ಸುಜಿತ್ ವಿಜಯನ್ಪಿಳ್ಳೆ,string
Sukanta Kumar Paul,ಸುಕಾಂತ ಕುಮಾರ್ ಪಾಲ್,string
Sukhbilas Barma,ಸುಖ್ಬಿಲಾಸ್ ಬರ್ಮಾ,string
Sukra Munda,ಶುಕ್ರ ಮುಂಡ,string
Sukumar De,ಸುಕುಮಾರ್ ದೇ,string
Sukumar Hansda,ಸುಕುಮಾರ್ ಹನ್ಸ್ದಾ,string
Sukumar Mahata,ಸುಕುಮಾರ್ ಮಹಾತಾ,string
Sukumar Roy,ಸುಕುಮಾರ್ ರಾಯ್,string
Sukur Ali Ahmed,ಸುಕುರ್ ಅಲಿ ಅಹ್ಮದ್,string
Sulthan Bathery,ಸುಲ್ತಾನ್ ಬತ್ತೇರಿ,string
Sulur,ಸೂಲೂರು,string
Sum Ronghang,ಸಮ್ ರೋಂಗ್ಹಾಂಗ್,string
Suman Haripriya,ಸುಮನ್ ಹರಿಪ್ರಿಯಾ,string
Suman Kanjilal,ಸುಮನ್ ಕಾಂಜಿಲಾಲ್,string
Sumita Sinha,ಸುಮಿತಾ ಸಿನ್ಹಾ,string
Sunil Chandra Tirkey,ಸುನಿಲ್ ಚಂದ್ರ ಟಿರ್ಕಿ,string
Sunny Joseph,ಸನ್ನಿ ಜೋಸೆಫ್,string
Surajit Kumar Biswas,ಸೂರಜಿತ್ ಕುಮಾರ್ ಬಿಸ್ವಾಸ್,string
Suren Phukan,ಸುರೇನ್ ಫುಕನ್,string
Suri,ಸೂರಿ,string
Surja Kanta Atta,ಸೂರ್ಜ ಕಾಂತ ಅತ್ತಾ,string
Susanta Ghosh,ಸುಶಾಂತ ಘೋಷ್,string
Sushanta Borgohain,ಸುಶಾಂತ ಬೊರ್ಗೊಹೈನ್,string
Sushanta Mahato,ಸುಶಾಂತ ಮಹತೋ,string
Sushil Barman,ಸುಶೀಲ್ ಬರ್ಮನ್,string
Suti,ಸೂತಿ,string
Suvendu Adhikari,ಸುವೆಂದು ಅಧಿಕಾರಿ,string
Swadhin Kumar Sarkar,ಸ್ವಾಧೀನ್ ಕುಮಾರ್ ಸರ್ಕಾರ್,string
Swapan Bouri,ಸ್ವಪನ್ ಬೌರಿ,string
Swapan Debnath,ಸ್ವಪನ್ ದೇಬನಾಥ್,string
Swapan Kumar Beltharia,ಸ್ವಪನ್ ಕುಮಾರ್ ಬೆಲ್ತೇರಿಯಾ,string
Swapan Majumder,ಸ್ವಪನ್ ಮಜುಂದಾರ್,string
Swarna Kamal Saha,ಸ್ವರ್ಣ ಕಮಲ್ ಸಹಾ,string
Swarupnagar,ಸ್ವರೂಪನಗರ,string
Swati Khandoker,ಸ್ವಾತಿ ಖಂಡೋಕರ್,string
T. A. Ahmed Kabeer,ಟಿ ಎ ಅಹಮದ್ ಕಬೀರ್,string
T. A. Elumalai,ಟಿ.ಎ. ಎಲುಮಲೈ,string
T. Djeamourthy,ಟಿ.ಜೆಮೂರ್ತಿ,string
T. J. Govindrajan,ಟಿ.ಜೆ.ಗೋವಿಂದರಾಜನ್,string
T. J. Saneesh Kumar Joseph,ಟಿ.ಜೆ.ಸನೀಶ್ ಕುಮಾರ್ ಜೋಸೆಫ್,string
T. J. Vinod,ಟಿ ಜೆ ವಿನೋದ್,string
T. K. Amulkandasami,ಟಿ.ಕೆ.ಅಮುಲ್ಕಂದಸಾಮಿ,string
T. K. G. Neelamegam,ಟಿ.ಕೆ.ಜಿ.ನೀಲಮೇಗಂ,string
T. M. Anbarasan,ಟಿ.ಎಂ.ಅನ್ಬರಸನ್,string
T. M. Tamilselvam,ಟಿ ಎಂ ತಮಿಳ್ಸೆಲ್ವಂ,string
T. M. Thomas Issac,T. M. ಥಾಮಸ್ ಐಸಾಕ್,string
T. P. M. Mohideen Khan,ಟಿ.ಪಿ.ಎಂ.ಮೊಹಿದೀನ್ ಖಾನ್,string
T. P. R. Selvame,ಟಿ ಪಿ ಆರ್ ಸೆಲ್ವಮೆ,string
T. P. Ramakrishnan,ಟಿ ಪಿ ರಾಮಕೃಷ್ಣನ್,string
T. R. B. Rajaa,ಟಿ ಆರ್ ಬಿ ರಾಜಾ,string
T. Ramachandran,ಟಿ ರಾಮಚಂದ್ರನ್,string
T. Siddique,ಟಿ.ಸಿದ್ದೀಕ್,string
T. Udhayasuriyan,ಟಿ.ಉದಯಸೂರಿಯನ್,string
T. V. Ibrahim,ಟಿ ವಿ ಇಬ್ರಾಹಿಂ,string
T. V. Rajesh,ಟಿ ವಿ ರಾಜೇಶ್,string
T. Velmurugan,ಟಿ. ವೇಲ್ಮುರುಗನ್,string
T.Senguttuvan,ಟಿ.ಸೆಂಗಟ್ಟುವನ್,string
TAMULPUR (ST),ತಮುಲ್ಪುರ್ (ಎಸ್‌ಟಿ),string
TANGLA,ತಂಗ್ಲಾ,string
TEOK,TEOK,string
TEZPUR,ತೇಜ್ಪುರ,string
TI. Madhusoodanan,TI ಮಧುಸೂದನನ್,string
TIHU,TIHU,string
TINGKHONG,ಟಿಂಗ್ಹಾಂಗ್,string
TINSUKIA,ಟಿನ್ಸುಕಿಯಾ,string
TITABOR,ಟೈಟಾಬೋರ್,string
TMC,ಟಿಎಂಸಿ,string
Tajmul Hossain,ತಜ್ಮುಲ್ ಹುಸೇನ್,string
Taldangra,ತಾಲ್ದಂಗ್ರಾ,string
Taliparamba,ತಳಿಪರಂಬ,string
Tambaram,ತಾಂಬರಂ,string
Tamluk,ತಮ್ಲುಕ್,string
Tamonash Ghosh,ತಮೋನಾಶ್ ಘೋಷ್,string
Tamulpur,ತಾಮುಲ್ಪುರ,string
Tanmay Ghosh,ತನ್ಮಯ್ ಘೋಷ್,string
Tanmoy Bhattacharya,ತನ್ಮೋಯ್ ಭಟ್ಟಾಚಾರ್ಯ,string
Tanur,ತಾನೂರ್,string
Tapan (ST),ತಪನ್ (ಎಸ್‌ಟಿ),string
Tapan Chatterjee,ತಪನ್ ಚಟರ್ಜಿ,string
Tapan Dasgupta,ತಪನ್ ದಾಸ್ಗುಪ್ತ,string
Tapas Banerjee,ತಪಸ್ ಬ್ಯಾನರ್ಜಿ,string
Tapas Kumar Saha,ತಪಸ್ ಕುಮಾರ್ ಸಹಾ,string
Tapas Roy,ತಪಸ್ ರಾಯ್,string
Tapash Chatterjee,ತಪಶ್ ಚಟರ್ಜಿ,string
Tapasi Mondal,ತಾಪಸಿ ಮೊಂಡಲ್,string
Tarakeswar,ತಾರಕೇಶ್ವರ,string
Taranga Gogoi,ತರಂಗ ಗೊಗೋಯ್,string
Tarun Kumar Maity,ತರುಣ್ ಕುಮಾರ್ ಮೇಟಿ,string
Tarur,ತರೂರ್,string
Tehatta,ತೆಹಟ್ಟಾ,string
Tenkasi,ತೆಂಕಶಿ,string
Teok,ಟಿಯೋಕ್,string
Terash Gowalla,ತೆರಾಶ್ ಗೋವಲ್ಲ,string
Tezpur,ತೇಜ್ಪುರ್,string
Thalassery,ತಲಶ್ಶೇರಿ,string
Thalli,ಥಲ್ಲಿ,string
Thamimun Ansari.M,ತಮಿಮುನ್ ಅನ್ಸಾರಿ.ಎಂ,string
Thanga Tamil Selvam,ತಂಗ ತಮಿಳ್ ಸೆಲ್ವಂ,string
Thangam Thenarasu,ತಂಗಂ ತೇನರಸು,string
Thangam Thennarasu,ತಂಗಂ ತೆನ್ನರಸು,string
Thangamani P,ತಂಗಮಣಿ ಪಿ,string
Thangathurai R,ತಂಗತುರೈ ಆರ್,string
Thaniyarasu U,ತಣಿಯರಸು ಯು,string
Thanjavur,ತಂಜಾವೂರು,string
Thattanchavady,ತಟ್ಟಂಚವಾಡಿ,string
Thavanur,ತವನೂರ,string
The Nilgiris,ನೀಲಗಿರಿ,string
Theni,ತೇಣಿ,string
Thennarasu K S,ತೆನ್ನರಸು ಕೆ ಎಸ್,string
Thiravidamani.M.,ತಿರವಿಡಮಣಿ.ಎಂ.,string
Thiru-VI-Ka-Nagar (SC),ತಿರು-VI-ಕಾ-ನಗರ (ಎಸ್‌ಸಿ),string
Thirubuvanai (SC),ತಿರುಬುವಾನೈ (ಎಸ್‌ಸಿ),string
Thirumagan Evera,ತಿರುಮಗನ್ ಎವೆರಾ,string
Thirumangalam,ತಿರುಮಂಗಲಂ,string
Thirumayam,ತಿರುಮಯಂ,string
Thirunallar,ತಿರುನಲ್ಲಾರ್,string
Thiruparankundram,ತಿರುಪರಂಕುಂದ್ರಂ,string
Thiruporur,ತಿರುಪೋರೂರು,string
Thiruthuraipoondi (SC),ತಿರುತುರೈಪೂಂಡಿ (ಎಸ್‌ಸಿ),string
Thiruvaiyaru,ತಿರುವಯ್ಯರು,string
Thiruvalla,ತಿರುವಲ್ಲಾ,string
Thiruvallur,ತಿರುವಳ್ಳೂರ್,string
Thiruvambady,ತಿರುವಂಬಾಡಿ,string
Thiruvananthapuram,ತಿರುವನಂತಪುರಂ,string
Thiruvanchoor Radhakrishnan,ತಿರುವಂಚೂರ್ ರಾಧಾಕೃಷ್ಣನ್,string
Thiruvarur,ತಿರುವಾರೂರ್,string
Thiruverumbur,ತಿರುವೆರುಂಬೂರ್,string
Thiruvidaimarudur,ತಿರುವಿಡೈಮರುದೂರ್,string
Thiruvottiyur,ತಿರುವೊಟ್ಟಿಯೂರ್,string
Thiyagarayanagar,ತ್ಯಾಗರಾಯನಗರ,string
Thodupuzha,ತೊಡುಪುಳ,string
Thomas Chandy,ಥಾಮಸ್ ಚಾಂಡಿ,string
Thomas K. Thomas,ಥಾಮಸ್ ಕೆ. ಥಾಮಸ್,string
Thondamuthur,ತೊಂಡಮುತ್ತೂರು,string
Thoothukkudi,ತೂತುಕ್ಕುಡಿ,string
Thottathil Raveendran,ತೊಟ್ಟತ್ತಿಲ್ ರವೀಂದ್ರನ್,string
Thousand Lights,ಸಾವಿರ ದೀಪಗಳು,string
Thowra,ಥೌರಾ,string
Thrikaripur,ತ್ರಿಕರಿಪುರ,string
Thrikkakara,ತೃಕ್ಕಾಕರ,string
Thrippunithura,ತ್ರಿಪ್ಪುಣಿತುರಾ,string
Thrissur,ತ್ರಿಶೂರ್,string
Thrithala,ತ್ರಿತಾಳ,string
Thuraiyur (SC),ತುರೈಯೂರ್ (ಎಸ್‌ಸಿ),string
Tilak Kumar Chakraborty,ತಿಲಕ್ ಕುಮಾರ್ ಚಕ್ರವರ್ತಿ,string
Tindivanam (SC),ತಿಂಡಿವನಂ (ಎಸ್‌ಸಿ),string
Tingkhong,ಟಿಂಗ್ಕಾಂಗ್,string
Tinsukia,ಟಿನ್ಸುಕಿಯಾ,string
Tiruchendur,ತಿರುಚೆಂದೂರ್,string
Tiruchengodu,ತಿರುಚೆಂಗೋಡು,string
Tiruchirappalli,ತಿರುಚಿರಾಪಳ್ಳಿ,string
Tiruchirappalli (East),ತಿರುಚಿರಾಪಳ್ಳಿ (ಪೂರ್ವ),string
Tiruchirappalli (West),ತಿರುಚಿರಾಪಳ್ಳಿ (ಪಶ್ಚಿಮ),string
Tiruchuli,ತಿರುಚುಲಿ,string
Tirukkoyilur,ತಿರುಕ್ಕೊಯಿಲೂರ್,string
Tirunelveli,ತಿರುನೆಲ್ವೇಲಿ,string
Tirupattur,ತಿರುಪತ್ತೂರ್,string
Tiruppattur,ತಿರುಪ್ಪತ್ತೂರ್,string
Tiruppur (North),ತಿರುಪ್ಪೂರ್ (ಉತ್ತರ),string
Tiruppur (South),ತಿರುಪ್ಪೂರ್ (ದಕ್ಷಿಣ),string
Tirur,ತಿರುರು,string
Tirurangadi,ತಿರುರಂಗಡಿ,string
Tiruttani,ತಿರುಟ್ಟಣಿ,string
Tiruvadanai,ತಿರುವಡನೈ,string
Tiruvannamalai,ತಿರುವಣ್ಣಾಮಲೈ,string
Titabar,ಟಿಟಾಬಾರ್,string
Tittakudi (SC),ತಿಟ್ಟಕುಡಿ (ಎಸ್‌ಸಿ),string
Tollygunge,ಟಾಲಿಗಂಜ್,string
Topon Kumar Gogoi,ಟೋಪೋನ್ ಕುಮಾರ್ ಗೊಗೋಯ್,string
Toraf Hossain Mandal,ತೊರಾಫ್ ಹೊಸೈನ್ ಮಂಡಲ್,string
Tufanganj,ತುಫಂಗಂಜ್,string
Tushar Kanti Bhattacharya,ತುಷಾರ್ ಕಾಂತಿ ಭಟ್ಟಾಚಾರ್ಯ,string
